PolyInx,Kbar3,h11,h12,h13,h22,EdgeList,TriangulationEstimation,PolytopeVerices,CiGenus,CiDegreeKbar
1382,10,23,2,44,308,"[[4, 0], [6, 3], [7, 0], [7, 5], [8, 2], [8, 3], [8, 7], [2, 5], [3, 0], [1, 5], [1, 2], [4, 6], [1, 4], [1, 6]]",23232000,"[[-1, 0, -1], [1, 1, -1], [1, -1, 1], [-1, 0, 2], [-1, 1, -1], [1, -1, -1], [-1, 1, 1], [0, -1, -1], [0, -1, 2]]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 2, 1, 1, 1, 1, 1, 1, 1]"
1384,10,27,6,44,316,"[[1, 0], [2, 0], [4, 1], [5, 0], [6, 1], [6, 5], [8, 6], [9, 5], [8, 9], [7, 9], [3, 8], [3, 7], [2, 7], [3, 4], [2, 4]]",7040463408,"[[-1, 0, -1], [-1, 0, 0], [-1, 1, -1], [1, 1, 3], [-1, 1, 1], [0, -1, -1], [0, -1, 0], [1, 1, -1], [1, -1, 1], [1, -1, -1]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1879,10,28,7,44,318,"[[2, 1], [4, 1], [4, 2], [5, 3], [5, 4], [6, 0], [6, 4], [6, 5], [3, 0], [0, 8], [3, 7], [7, 8], [2, 8], [1, 7]]",4460758800.30571,"[[-1, -1, -1], [1, 1, 0], [1, 1, -1], [-1, -1, 2], [1, 0, -1], [0, -1, 0], [0, -1, -1], [-1, 1, 4], [-1, 1, -1]]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 2, 1, 1, 1, 1]"
18,18,31,12,66,408,"[[2, 1], [2, 1], [2, 1], [3, 1], [3, 0], [2, 0], [2, 3], [2, 3], [0, 1]]",1932666666.66667,"[[-1, -1, -1], [1, -1, -1], [-1, 2, -1], [-1, -1, 8]]","[0, 3, 1, 0]","[1, 9, 6, 2]"
29,18,16,4,73,392,"[[2, 3], [0, 2], [0, 3], [1, 2], [1, 2], [1, 2], [1, 3], [1, 3], [1, 3], [0, 1], [0, 1], [0, 1]]",3328,"[[-1, -1, 0], [1, -1, 0], [-1, -1, 2], [-1, 5, -2]]","[0, 1, 0, 0]","[3, 9, 3, 3]"
32,18,13,2,74,388,"[[2, 1], [3, 0], [3, 1], [3, 1], [0, 2], [1, 0], [1, 0], [1, 0], [3, 2], [3, 2], [3, 2]]",25,"[[-2, -3, -3], [1, 0, 0], [0, 1, 3], [0, 1, 0]]","[0, 1, 0, 1]","[3, 6, 3, 6]"
39,18,13,2,74,388,"[[2, 0], [2, 1], [3, 0], [3, 1], [3, 2], [3, 2], [0, 1], [0, 1], [0, 1]]",1,"[[-4, -4, -3], [2, 2, 3], [1, 0, 0], [0, 1, 0]]","[0, 0, 2, 2]","[3, 3, 6, 6]"
40,18,13,4,76,392,"[[1, 0], [2, 1], [3, 0], [3, 2], [0, 2], [3, 1], [3, 1], [3, 1], [3, 1], [3, 1], [3, 1]]",1,"[[-1, -1, 1], [2, -1, -1], [-1, -1, 3], [-1, 2, -1]]","[1, 0, 1, 0]","[3, 6, 3, 6]"
60,18,19,5,71,394,"[[3, 0], [3, 1], [3, 1], [3, 2], [5, 2], [0, 2], [4, 0], [4, 5], [1, 5], [1, 5], [1, 5], [1, 5], [1, 4], [1, 4]]",87840,"[[-1, -1, -1], [1, 0, -1], [-1, -1, 1], [0, -1, -1], [-1, 2, -1], [-1, 0, 3]]","[0, 1, 0, 0, 0, 0]","[1, 8, 1, 2, 2, 4]"
66,18,22,6,69,396,"[[2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [5, 2], [5, 3], [5, 3], [4, 0], [5, 0], [3, 4], [3, 4], [0, 2]]",2230820,"[[-1, -1, -1], [1, -1, 0], [1, -1, -1], [-1, 2, 0], [-1, -1, 3], [-1, 2, -1]]","[0, 1, 0, 0, 0, 0]","[1, 6, 3, 4, 2, 2]"
68,18,22,6,69,396,"[[2, 1], [2, 1], [3, 1], [4, 1], [3, 0], [4, 0], [2, 3], [2, 3], [2, 4], [2, 4], [0, 1]]",774200,"[[-1, -1, -1], [1, -1, -1], [-1, 2, 2], [-1, -1, 2], [-1, 2, -1]]","[0, 3, 0, 0, 0]","[1, 9, 4, 2, 2]"
72,18,28,10,67,404,"[[2, 1], [2, 1], [3, 2], [4, 0], [0, 3], [2, 4], [0, 1], [1, 4], [1, 3], [1, 3], [1, 3]]",4460758800.30571,"[[-1, -1, -1], [1, -1, -1], [-1, 2, 2], [-1, 1, -1], [-1, -1, 5]]","[0, 2, 1, 0, 0]","[1, 9, 4, 3, 1]"
84,18,19,4,70,392,"[[1, 0], [2, 1], [3, 2], [3, 2], [4, 2], [4, 0], [3, 1], [3, 1], [3, 4], [3, 4], [0, 2]]",15710,"[[-1, -1, -1], [-1, -1, 0], [1, -1, -1], [-1, 2, 3], [-1, 2, -1]]","[0, 0, 3, 0, 0]","[1, 2, 9, 4, 2]"
102,18,16,2,71,388,"[[1, 0], [2, 1], [2, 1], [2, 1], [3, 2], [4, 1], [4, 1], [3, 0], [4, 0], [4, 0], [4, 3], [4, 3], [0, 2]]",3160/3,"[[-1, -1, -1], [1, 0, -1], [1, -1, -1], [-1, -1, 2], [-1, 2, 2]]","[0, 1, 0, 0, 0]","[3, 6, 3, 2, 4]"
126,18,16,2,71,388,"[[2, 1], [2, 1], [3, 2], [3, 2], [4, 0], [4, 1], [5, 3], [3, 0], [2, 4], [2, 4], [0, 5], [1, 5], [1, 5], [1, 5]]",1600,"[[-1, -1, -1], [1, 1, -1], [0, -1, 2], [-1, -1, 2], [0, -1, -1], [-1, 1, -1]]","[0, 1, 0, 0, 0, 0]","[1, 6, 4, 2, 2, 3]"
131,18,13,0,72,384,"[[3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2], [0, 2], [0, 2], [0, 2], [1, 2], [1, 2], [1, 0]]",1,"[[-2, 3, 3], [1, 0, 0], [1, -3, -3], [0, 1, 0], [0, 0, 1]]","[0, 0, 0, 1, 1]","[4, 3, 5, 3, 3]"
132,18,13,2,74,388,"[[1, 0], [2, 0], [2, 0], [2, 0], [3, 2], [4, 2], [4, 3], [5, 0], [5, 1], [5, 3], [5, 3], [5, 3], [1, 4], [1, 4], [1, 4]]",60,"[[-1, -1, 0], [-1, -1, 1], [-1, 0, -1], [2, 2, -1], [-1, 1, -1], [2, -1, 2]]","[0, 0, 0, 0, 0, 0]","[3, 3, 3, 3, 3, 3]"
138,18,19,4,70,392,"[[3, 1], [4, 1], [4, 1], [4, 2], [3, 0], [4, 0], [4, 3], [4, 3], [0, 2], [1, 2], [1, 2], [1, 2]]",77420/3,"[[-1, -1, -1], [1, -1, 1], [1, -1, -1], [-1, -1, 2], [-1, 2, -1]]","[0, 1, 0, 0, 1]","[1, 6, 3, 2, 6]"
140,18,19,4,70,392,"[[2, 1], [2, 1], [2, 1], [3, 2], [4, 1], [4, 1], [5, 1], [3, 0], [0, 5], [3, 4], [3, 4], [4, 5], [4, 5], [0, 2]]",68160,"[[-1, -1, -1], [1, 0, -1], [1, -1, -1], [-1, -1, 2], [-1, 1, 2], [-1, 1, -1]]","[0, 1, 0, 0, 0, 0]","[1, 6, 3, 2, 4, 2]"
148,18,25,8,68,400,"[[2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 2], [4, 1], [4, 0], [3, 0], [3, 4], [3, 4], [0, 2]]",29018850,"[[-1, -1, -1], [1, -1, 0], [1, -1, -1], [-1, 2, -1], [-1, -1, 5]]","[0, 1, 0, 1, 0]","[1, 6, 3, 6, 2]"
150,18,25,8,68,400,"[[2, 1], [2, 1], [3, 1], [4, 1], [4, 0], [3, 0], [2, 4], [2, 4], [2, 3], [2, 3], [0, 1]]",91629490/3,"[[-1, -1, -1], [1, -1, -1], [-1, 2, 1], [-1, 2, -1], [-1, -1, 4]]","[0, 3, 0, 0, 0]","[1, 9, 4, 2, 2]"
159,18,13,2,74,388,"[[1, 0], [2, 1], [3, 0], [3, 1], [3, 2], [3, 2], [3, 2], [4, 1], [4, 2], [0, 4], [0, 4], [0, 4]]",6,"[[-1, -3, 2], [1, 0, 0], [0, 1, 0], [0, 0, 1], [-1, 2, -3]]","[0, 2, 0, 0, 0]","[3, 6, 3, 3, 3]"
160,18,13,2,74,388,"[[1, 0], [2, 0], [3, 1], [3, 2], [4, 1], [4, 2], [3, 0], [3, 4], [3, 4], [3, 4], [3, 4], [3, 4]]",2,"[[-1, -1, -1], [-1, -1, 0], [-1, 0, -1], [2, -1, -1], [-1, 2, 2]]","[0, 1, 1, 0, 0]","[1, 3, 3, 6, 5]"
198,18,25,7,67,398,"[[2, 1], [2, 1], [2, 1], [3, 2], [3, 2], [4, 2], [4, 0], [3, 0], [3, 4], [0, 1], [1, 4], [1, 4]]",26760240,"[[-1, -1, -1], [1, -1, -1], [0, 1, -1], [-1, 2, -1], [-1, -1, 5]]","[0, 1, 1, 0, 0]","[1, 6, 6, 2, 3]"
222,18,25,9,69,402,"[[3, 1], [3, 2], [4, 1], [4, 3], [4, 3], [4, 0], [2, 0], [0, 1], [1, 2], [1, 2], [1, 2], [1, 2]]",31696880,"[[-1, -1, -1], [1, -1, -1], [-1, 3, -1], [-1, 0, 3], [-1, -1, 4]]","[0, 2, 0, 0, 0]","[1, 9, 4, 2, 2]"
229,18,28,10,67,404,"[[2, 1], [2, 1], [3, 1], [3, 2], [3, 2], [4, 1], [4, 0], [3, 0], [2, 4], [2, 4], [0, 1]]",4460758800.30571,"[[-3, -6, 4], [1, 0, 0], [0, 1, 0], [0, 0, 1], [-3, 1, -3]]","[0, 3, 0, 0, 0]","[1, 9, 4, 2, 2]"
303,18,13,0,72,384,"[[1, 0], [2, 1], [3, 0], [3, 2], [4, 0], [4, 2], [3, 1], [3, 1], [4, 1], [4, 1], [4, 3], [4, 3]]",1,"[[-1, 0, 0], [0, -2, -3], [1, 0, 0], [0, 1, 3], [0, 1, 0]]","[1, 0, 1, 0, 0]","[3, 4, 3, 4, 4]"
304,18,13,2,74,388,"[[1, 0], [3, 0], [3, 1], [4, 2], [5, 2], [5, 4], [1, 4], [1, 4], [1, 4], [2, 3], [2, 3], [2, 3], [0, 5], [0, 5], [0, 5]]",90,"[[-1, -1, 0], [-1, -1, 1], [1, 2, -1], [-1, 2, -1], [1, -1, 1], [1, -1, 0]]","[0, 0, 0, 0, 0, 0]","[3, 3, 3, 3, 3, 3]"
307,18,13,2,74,388,"[[1, 0], [2, 1], [3, 1], [3, 2], [4, 0], [4, 1], [3, 0], [3, 0], [3, 0], [2, 4], [2, 4], [2, 4]]",20,"[[-1, -1, -3], [1, 0, 0], [0, 1, 3], [-1, -1, 0], [0, 1, 0]]","[0, 2, 0, 0, 0]","[3, 6, 3, 3, 3]"
308,18,13,2,74,388,"[[1, 0], [2, 1], [3, 1], [4, 0], [4, 2], [4, 3], [2, 0], [2, 0], [2, 0], [2, 3], [2, 3], [2, 3]]",2,"[[-1, -1, 0], [-1, -1, 1], [2, -1, 0], [-1, 2, 0], [-1, 2, -1]]","[0, 1, 0, 0, 1]","[3, 3, 6, 3, 3]"
317,18,13,2,74,388,"[[1, 0], [2, 1], [3, 0], [3, 1], [4, 1], [4, 2], [2, 3], [2, 3], [2, 3], [0, 4], [0, 4], [0, 4]]",15,"[[-1, -1, -3], [1, 0, 0], [0, 1, 2], [0, 1, 0], [-1, -1, 1]]","[0, 2, 0, 0, 0]","[3, 6, 3, 3, 3]"
318,18,13,2,74,388,"[[1, 0], [2, 1], [3, 0], [3, 2], [4, 1], [4, 3], [2, 0], [2, 0], [2, 4], [2, 4], [2, 4], [2, 4]]",1,"[[-1, -1, 0], [-1, -1, 1], [2, -1, 0], [-1, 1, -1], [-1, 2, 0]]","[0, 1, 0, 1, 0]","[2, 3, 6, 3, 4]"
325,18,19,5,71,394,"[[3, 2], [4, 1], [4, 2], [0, 3], [4, 3], [4, 3], [0, 1], [0, 2], [0, 2], [1, 2], [1, 2], [1, 2]]",65680/3,"[[-3, -2, 0], [1, 0, 2], [1, 0, 0], [-3, 1, -3], [0, 1, 0]]","[0, 0, 2, 0, 0]","[2, 3, 9, 2, 2]"
337,18,13,0,72,384,"[[3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2], [1, 2], [0, 2], [0, 1], [0, 1], [0, 1], [0, 1]]",1,"[[-2, -3, 0], [1, 3, 0], [1, 0, 0], [1, 0, -1], [0, 0, 1]]","[0, 0, 0, 1, 1]","[5, 5, 2, 3, 3]"
338,18,13,2,74,388,"[[1, 0], [1, 0], [1, 0], [2, 0], [3, 1], [3, 2], [3, 2], [3, 2], [4, 1], [4, 3], [5, 0], [5, 2], [4, 5], [4, 5], [4, 5]]",30,"[[-1, 0, -1], [-1, 0, 0], [-1, 1, -1], [-1, 1, 0], [2, -1, 3], [2, -1, -1]]","[0, 0, 0, 0, 0, 0]","[3, 3, 3, 3, 3, 3]"
339,18,16,2,71,388,"[[4, 1], [4, 2], [4, 3], [4, 0], [0, 1], [0, 3], [0, 2], [1, 2], [1, 2], [1, 2], [2, 3], [2, 3], [2, 3]]",800/3,"[[-3, 0, -2], [1, 2, 0], [1, 0, 0], [-1, -2, 0], [0, 0, 1]]","[0, 0, 0, 0, 1]","[2, 3, 6, 3, 4]"
368,18,19,4,70,392,"[[1, 0], [2, 1], [2, 1], [3, 0], [3, 2], [4, 1], [0, 4], [0, 4], [2, 4], [1, 3]]",524,"[[-1, 0, -1], [1, -1, -1], [-1, 2, 0], [-1, 1, -1], [-1, 0, 6]]","[0, 3, 1, 0, 0]","[2, 9, 4, 1, 2]"
370,18,25,7,67,398,"[[2, 0], [2, 1], [2, 1], [2, 1], [3, 2], [3, 2], [4, 3], [3, 0], [0, 5], [4, 5], [1, 5], [1, 4], [1, 4]]",40844544,"[[-1, -1, -1], [1, 1, -1], [0, -1, -1], [-1, -1, 2], [-1, 1, 5], [-1, 1, -1]]","[0, 1, 1, 0, 0, 0]","[1, 6, 6, 2, 2, 1]"
433,18,17,2,70,388,"[[3, 1], [3, 1], [4, 1], [4, 1], [5, 2], [6, 4], [6, 4], [6, 5], [7, 0], [7, 3], [0, 2], [2, 3], [0, 6], [4, 7], [4, 7], [1, 5], [1, 5]]",13824,"[[-1, -1, -1], [1, 0, 1], [-1, -1, 1], [1, -1, 1], [0, 1, -1], [-1, 0, 1], [-1, 1, -1], [0, -1, -1]]","[0, 0, 0, 0, 0, 0, 0, 0]","[1, 4, 1, 2, 4, 2, 2, 2]"
445,18,18,3,70,390,"[[3, 0], [5, 1], [5, 1], [5, 3], [5, 3], [6, 3], [7, 0], [7, 4], [7, 5], [7, 5], [0, 2], [2, 6], [2, 4], [1, 6], [1, 6], [1, 4], [1, 4]]",49152,"[[-1, -1, -1], [1, 1, 1], [-1, -1, 1], [-1, 0, -1], [1, -1, 1], [0, 0, -1], [-1, 1, 1], [0, -1, -1]]","[0, 0, 0, 0, 0, 0, 0, 0]","[1, 4, 1, 2, 2, 4, 2, 2]"
467,18,19,4,70,392,"[[1, 0], [2, 1], [4, 2], [4, 3], [0, 5], [3, 5], [4, 1], [4, 1], [0, 2], [2, 5], [2, 5], [2, 3], [2, 3]]",24064,"[[-1, -1, -1], [-1, -1, 0], [1, -1, -1], [-1, 3, 3], [-1, 2, 3], [-1, 1, -1]]","[0, 0, 2, 0, 0, 0]","[1, 2, 9, 2, 2, 2]"
483,18,19,4,70,392,"[[3, 0], [3, 1], [3, 1], [3, 2], [4, 1], [5, 1], [6, 2], [6, 4], [0, 2], [0, 5], [4, 5], [4, 5], [1, 6], [1, 6]]",16336,"[[-1, -1, -1], [1, 0, -1], [-1, -1, 1], [0, -1, -1], [-1, 1, 3], [-1, 1, -1], [-1, 0, 3]]","[0, 2, 0, 0, 0, 0, 0]","[1, 8, 1, 2, 2, 2, 2]"
517,18,19,4,70,392,"[[3, 0], [4, 0], [4, 1], [4, 1], [4, 2], [6, 2], [0, 2], [3, 5], [5, 6], [1, 3], [1, 3], [1, 6], [1, 6], [1, 5], [1, 5]]",65664,"[[-1, -1, -1], [1, 0, -1], [-1, -1, 1], [-1, 0, -1], [0, -1, -1], [-1, 2, 3], [-1, 0, 3]]","[0, 1, 0, 0, 0, 0, 0]","[1, 8, 1, 2, 2, 2, 2]"
527,18,31,11,65,406,"[[2, 1], [2, 1], [3, 1], [3, 1], [3, 2], [4, 0], [4, 2], [5, 0], [3, 4], [3, 5], [0, 1], [1, 5]]",6608666666.66667,"[[-1, -1, -1], [1, -1, -1], [0, 0, -1], [-1, 2, 1], [-1, 0, -1], [-1, -1, 7]]","[0, 2, 0, 1, 0, 0]","[1, 8, 2, 5, 1, 1]"
535,18,21,5,69,394,"[[2, 1], [2, 1], [4, 1], [5, 1], [5, 3], [5, 4], [5, 4], [4, 0], [3, 0], [0, 2], [2, 4], [1, 3], [1, 3], [1, 3]]",442656,"[[-1, -1, -1], [1, 0, -1], [1, -1, -1], [-1, 2, -1], [-1, -1, 3], [-1, 0, 2]]","[0, 1, 0, 0, 0, 0]","[1, 7, 2, 3, 3, 2]"
557,18,25,8,68,400,"[[3, 1], [3, 2], [5, 1], [5, 3], [5, 3], [5, 4], [4, 0], [2, 0], [0, 1], [1, 4], [1, 4], [1, 2], [1, 2]]",33387264,"[[-1, -1, -1], [1, -1, -1], [-1, 3, -1], [-1, 2, 1], [-1, -1, 3], [-1, 1, 2]]","[0, 2, 0, 0, 0, 0]","[1, 9, 2, 2, 2, 2]"
564,18,17,1,69,386,"[[3, 1], [4, 1], [4, 2], [4, 3], [4, 3], [5, 3], [2, 5], [0, 5], [0, 2], [1, 5], [1, 5], [1, 2], [0, 1], [0, 1]]",1280,"[[-1, -2, 0], [1, 0, 0], [-1, -2, 2], [0, 1, 0], [0, 0, 1], [-1, 2, -2]]","[0, 1, 0, 0, 0, 0]","[2, 7, 2, 2, 2, 3]"
581,18,15,2,72,388,"[[1, 0], [2, 0], [3, 2], [4, 1], [4, 2], [5, 3], [2, 5], [1, 5], [1, 5], [0, 4], [3, 4], [3, 4], [3, 4], [3, 4]]",180,"[[-1, -1, 1], [-1, -1, 2], [-1, 0, -1], [1, 1, -1], [1, -1, 1], [-1, 2, -1]]","[0, 0, 1, 0, 0, 0]","[1, 2, 4, 4, 5, 2]"
585,18,21,5,69,394,"[[2, 1], [2, 1], [3, 1], [5, 1], [5, 3], [5, 3], [6, 3], [6, 4], [4, 0], [0, 5], [0, 2], [2, 4], [1, 6], [1, 6], [1, 6]]",483072,"[[-1, -1, -1], [1, 0, -1], [1, -1, -1], [-1, 1, 0], [-1, -1, 3], [-1, 1, -1], [-1, 0, 3]]","[0, 1, 0, 0, 0, 0, 0]","[1, 7, 2, 2, 1, 2, 3]"
587,18,25,8,68,400,"[[3, 1], [3, 2], [5, 0], [5, 1], [5, 3], [5, 3], [4, 0], [2, 4], [0, 1], [1, 4], [1, 2], [1, 2], [1, 2]]",40161792,"[[-1, -1, -1], [1, -1, -1], [-1, 3, 3], [-1, 1, 0], [-1, -1, 3], [-1, 0, -1]]","[0, 2, 0, 0, 0, 0]","[1, 9, 3, 2, 1, 2]"
591,18,19,4,70,392,"[[2, 1], [3, 0], [4, 0], [4, 1], [4, 1], [4, 2], [5, 1], [5, 3], [0, 2], [2, 5], [2, 5], [1, 3], [1, 3]]",15760,"[[-1, -1, 1], [1, 0, -1], [-1, -1, 3], [-1, 0, -1], [0, -1, 1], [-1, 3, -1]]","[0, 2, 0, 0, 0, 0]","[1, 8, 3, 2, 2, 2]"
611,18,19,4,70,392,"[[3, 0], [4, 0], [4, 1], [4, 1], [4, 2], [6, 2], [0, 2], [3, 5], [5, 6], [1, 3], [1, 6], [1, 6], [1, 6], [1, 5], [1, 5]]",87648,"[[-1, -1, -1], [1, 0, -1], [-1, -1, 1], [-1, 0, -1], [0, -1, -1], [-1, 2, 1], [-1, 0, 3]]","[0, 1, 0, 0, 0, 0, 0]","[1, 8, 1, 1, 2, 2, 3]"
623,18,22,6,69,396,"[[2, 1], [2, 1], [2, 1], [4, 1], [4, 2], [5, 4], [3, 0], [0, 5], [4, 3], [0, 2], [1, 3], [2, 5], [2, 5], [2, 5]]",2987080/3,"[[-1, -1, -1], [1, -1, 0], [1, -1, -1], [-1, -1, 2], [-1, 2, 2], [-1, 1, -1]]","[0, 0, 0, 0, 1, 0]","[1, 3, 6, 1, 4, 3]"
650,18,15,1,71,386,"[[1, 0], [2, 0], [4, 1], [4, 3], [4, 3], [5, 4], [2, 5], [1, 5], [1, 5], [2, 3], [2, 3], [3, 5], [3, 5], [0, 4]]",432,"[[-1, -1, 1], [-1, -1, 2], [-1, 0, -1], [1, 0, -1], [1, -1, 1], [-1, 2, -1]]","[0, 0, 0, 0, 1, 0]","[1, 2, 2, 4, 5, 4]"
658,18,15,1,71,386,"[[3, 0], [4, 1], [4, 1], [5, 0], [5, 2], [5, 4], [5, 4], [6, 3], [3, 4], [3, 4], [0, 2], [2, 6], [1, 2], [1, 2], [1, 6], [1, 6]]",1536,"[[-1, -1, -1], [1, 1, 1], [-1, -1, 1], [-1, 0, -1], [1, 0, -1], [0, -1, -1], [-1, 1, 1]]","[0, 0, 0, 0, 0, 0, 0]","[1, 4, 3, 2, 4, 2, 2]"
686,18,15,1,71,386,"[[2, 0], [2, 1], [2, 1], [3, 1], [4, 2], [4, 3], [5, 0], [5, 1], [0, 4], [0, 4], [5, 3], [5, 3], [1, 4]]",35,"[[-1, -2, -2], [1, 0, 0], [0, 1, 0], [0, 0, 1], [-1, 2, 2], [0, -3, -2]]","[0, 1, 1, 0, 0, 0]","[2, 5, 4, 2, 3, 2]"
695,18,28,9,66,402,"[[2, 1], [2, 1], [3, 2], [4, 2], [5, 0], [0, 4], [3, 5], [0, 1], [1, 5], [1, 4], [1, 3], [1, 3]]",4460758800.30571,"[[-1, -1, -1], [1, -1, -1], [-1, 2, 0], [-1, 1, 3], [-1, 1, -1], [-1, -1, 5]]","[0, 2, 1, 0, 0, 0]","[1, 9, 4, 2, 1, 1]"
699,18,19,4,70,392,"[[2, 1], [2, 1], [2, 1], [3, 2], [4, 0], [6, 1], [6, 3], [6, 3], [6, 5], [4, 5], [3, 0], [0, 2], [1, 4], [1, 5], [1, 5], [1, 5]]",56160,"[[-1, -1, -1], [1, 0, -1], [1, -1, -1], [-1, -1, 2], [-1, 0, -1], [-1, 2, 1], [-1, 0, 2]]","[0, 0, 0, 0, 0, 0, 0]","[1, 6, 3, 2, 1, 3, 2]"
705,18,22,6,69,396,"[[3, 1], [4, 1], [5, 3], [0, 2], [2, 5], [4, 0], [3, 4], [3, 4], [0, 1], [1, 2], [1, 5], [1, 5], [1, 5]]",1212000,"[[-1, -1, -1], [1, -1, -1], [-1, -1, 1], [-1, 2, 1], [-1, 2, -1], [-1, 1, 3]]","[0, 2, 0, 0, 0, 0]","[1, 9, 1, 2, 2, 3]"
715,18,19,2,68,388,"[[2, 1], [2, 1], [3, 2], [4, 0], [4, 1], [5, 2], [3, 0], [5, 0], [5, 3], [2, 4], [1, 5], [1, 5], [1, 5]]",18960,"[[-1, -1, -1], [1, 0, -1], [0, -1, 2], [-1, -1, 2], [0, -1, -1], [-1, 2, -1]]","[0, 1, 1, 0, 0, 0]","[1, 6, 5, 1, 1, 4]"
717,18,23,6,68,396,"[[2, 1], [2, 1], [2, 1], [3, 0], [3, 1], [4, 2], [4, 2], [6, 2], [6, 4], [6, 5], [5, 0], [4, 0], [1, 5], [1, 5], [2, 3]]",6863220,"[[-1, -1, -1], [1, -1, 0], [0, 1, -1], [0, -1, -1], [-1, 2, -1], [-1, -1, 4], [-1, 1, 1]]","[0, 1, 0, 0, 0, 0, 0]","[1, 6, 5, 1, 2, 2, 1]"
723,18,25,8,68,400,"[[2, 1], [3, 1], [3, 2], [3, 2], [5, 2], [4, 0], [4, 5], [3, 0], [0, 1], [1, 4], [1, 5], [1, 5], [1, 5]]",39501440,"[[-1, -1, -1], [1, -1, -1], [-1, 2, 0], [-1, 2, -1], [-1, -1, 3], [-1, 1, 3]]","[0, 2, 0, 0, 0, 0]","[1, 9, 2, 2, 1, 3]"
728,18,17,2,70,388,"[[2, 1], [4, 1], [4, 2], [4, 2], [4, 3], [5, 2], [3, 5], [0, 5], [0, 3], [1, 5], [1, 5], [1, 5], [0, 1], [0, 1]]",2560,"[[-1, -4, 2], [1, 0, 0], [0, 1, 0], [-1, -2, 2], [0, 0, 1], [-1, 2, -2]]","[0, 1, 0, 0, 0, 0]","[2, 7, 2, 1, 2, 4]"
741,18,17,3,71,390,"[[1, 0], [2, 0], [4, 1], [4, 2], [4, 3], [4, 3], [4, 3], [4, 3], [5, 2], [5, 2], [5, 3], [6, 3], [1, 6], [1, 6], [5, 6], [0, 4]]",2000,"[[-1, -1, 2], [-1, -1, 3], [-1, 0, 0], [1, 0, -1], [1, -1, 0], [-1, 1, -1], [-1, 3, -1]]","[0, 0, 0, 0, 0, 0, 0]","[1, 2, 2, 4, 5, 2, 2]"
771,18,19,4,70,392,"[[1, 0], [2, 1], [3, 1], [3, 2], [3, 2], [4, 2], [5, 1], [5, 4], [0, 5], [0, 5], [0, 3], [1, 4]]",1716,"[[-2, -4, 3], [1, 0, 0], [0, 1, 0], [0, 0, 1], [-1, 2, -2], [-2, 2, -3]]","[0, 3, 0, 0, 0, 0]","[2, 9, 2, 2, 1, 2]"
800,18,15,1,71,386,"[[3, 0], [3, 2], [4, 0], [4, 1], [5, 1], [5, 1], [5, 3], [5, 3], [6, 1], [6, 2], [0, 2], [6, 4], [6, 4], [5, 6], [5, 6]]",216,"[[-1, -1, -1], [1, 1, -1], [-1, -1, 1], [-1, 0, -1], [0, -1, -1], [0, 1, -1], [0, -1, 3]]","[0, 1, 0, 0, 0, 0, 0]","[1, 4, 1, 2, 2, 4, 4]"
842,18,23,4,66,392,"[[2, 1], [3, 0], [3, 1], [4, 1], [4, 1], [5, 0], [5, 4], [6, 2], [6, 0], [4, 6], [2, 3], [1, 5], [1, 5]]",635040,"[[-1, -1, -1], [1, 0, -1], [0, -1, 3], [0, -1, -1], [-1, 1, 1], [-1, 0, -1], [-1, -1, 5]]","[0, 2, 0, 0, 1, 0, 0]","[1, 8, 1, 1, 4, 2, 1]"
846,18,17,3,71,390,"[[1, 0], [2, 0], [4, 1], [4, 2], [4, 3], [4, 3], [4, 3], [4, 3], [5, 3], [6, 3], [2, 6], [2, 6], [5, 1], [5, 1], [5, 6], [0, 4]]",3480,"[[-1, -1, -1], [-1, -1, 0], [-1, 0, -1], [1, 0, 0], [1, -1, -1], [-1, 2, 3], [-1, 2, 1]]","[0, 0, 0, 0, 0, 0, 0]","[1, 2, 2, 4, 5, 2, 2]"
896,18,19,3,69,390,"[[2, 1], [2, 1], [3, 2], [3, 2], [4, 0], [4, 1], [5, 3], [3, 0], [0, 6], [5, 6], [2, 4], [2, 4], [1, 6], [1, 5], [1, 5]]",62720,"[[-1, -1, -1], [1, 1, -1], [0, -1, 1], [-1, -1, 2], [0, -1, -1], [-1, 1, 1], [-1, 1, -1]]","[0, 1, 0, 0, 0, 0, 0]","[1, 6, 4, 2, 2, 2, 1]"
898,18,20,4,69,392,"[[3, 1], [3, 1], [4, 1], [4, 1], [4, 2], [4, 2], [5, 0], [5, 3], [5, 4], [5, 4], [7, 2], [0, 2], [0, 6], [7, 6], [3, 6], [1, 7], [1, 7]]",498624,"[[-1, -1, -1], [1, 1, 0], [-1, -1, 1], [1, 1, -1], [0, -1, 0], [0, -1, -1], [-1, 1, -1], [-1, 1, 2]]","[0, 0, 0, 0, 0, 0, 0, 0]","[1, 4, 2, 2, 4, 2, 1, 2]"
